City_Name,SampleSite_ID,SamplePoint_ID,SampleLayer_ID,Borehole_Ksat_cmhr,BoreholeMeasurementDepth_cm,UpperDepth_cm,LowerDepth_cm,Kunsat_cmh,Park_Name,Latitude,Longitude,Land_Use,Sample_Layer,Surface_Subsurface,Layer_Designation,Total_HorizonDepth_cm,HR_Depth,Horizon,Horizon_Simple,ParentMaterials,Color,Primary_Color,Hue,Value,Chroma,numeric_texture,Texture,Predicted_Sand,Predicted_silt,Predicted_clay,Percent_Sand,Percent_Silt,Percent_Clay,VC_Sand_Percent,C_Sand_Percent,M_Sand_Percent,F_Sand_Percent,VF_Sand_Percent,Percent_Rock_Fragment,pHpH_Res_entry,M3_P_ppm,M3_K_ppm,M3_Mg_ppm,M3_Ca_ppm,pH_Acidity_Index,M3_CEC,K_Saturation_Percent,Mg_Saturation_Percent,Ca_Saturation_Percent,Salts,Exchangeable_Na,Zinc_ppm,Copper_ppm,Sulfur_ppm,Percent_Carbon,Percent_Nitrogen
Camden,CAS1,CAP1,CAS1CAP1L7,,,340,410,,Front Street,39.95,-75.13,Garden,7,Subsurface,,70,,2C6,C,Coastal Plain Sediments,7.5YR 4/4,7.5YR 4/4,7.5YR,4,4,NA,cos,#REF!,#REF!,#REF!,,,,,,,,,20,,,,,,,,,,,,,,,,,
Camden,CAS1,CAP1,CAS1CAP1L8,,,410,450,,Front Street,39.95,-75.13,Garden,8,Subsurface,,40,,2C7,C,Coastal Plain Sediments,7.5YR 5/6,7.5YR 5/6,7.5YR,5,6,NA,s,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Camden,CAS2,CAP2,CAS2CAP2L2,,,10,30,,29th Street,39.96,-75.09,Rain Garden,2,Subsurface,,20,,^A2u,A,Anthropogenic,10YR 4/4; 10YR 6/6,10YR 4/4,10YR,4,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,25,,,,,,,,,,,,,,,,,
Camden,CAS2,CAP2,CAS2CAP2L4,,,90,100,,29th Street,39.96,-75.09,Rain Garden,4,Subsurface,,10,,2A2,A,Coastal Plain Sediments,2.5Y 3/2,2.5Y 3/2,2.5Y,3,2,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS2,CAP2,CAS2CAP2L5,,,100,115,,29th Street,39.96,-75.09,Rain Garden,5,Subsurface,,15,,2Bw,B,Coastal Plain Sediments,10YR 4/6,10YR 4/6,10YR,4,6,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS2,CAP2,CAS2CAP2L7,,,150,350,,29th Street,39.96,-75.09,Rain Garden,7,Subsurface,,200,,2C2,C,Coastal Plain Sediments,10YR 6/8,10YR 6/8,10YR,6,8,NA,lvcos,#REF!,#REF!,#REF!,,,,,,,,,30,,,,,,,,,,,,,,,,,
Camden,CAS2,CAP2,CAS2CAP2L8,,,350,450,,29th Street,39.96,-75.09,Rain Garden,8,Subsurface,,100,,2C3,C,Coastal Plain Sediments,10YR 8/1,10YR 8/1,10YR,8,1,NA,s,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS3,CAP3,CAS3CAP3L4,,,125,150,,St Anthony's,39.96,-75.09,Rain Garden,4,Subsurface,,25,,2C2,C,Coastal Plain Sediments,10YR 4/6,10YR 4/6,10YR,4,6,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Camden,CAS3,CAP3,CAS3CAP3L5,,,150,200,,St Anthony's,39.96,-75.09,Rain Garden,5,Subsurface,,50,,2C3,C,Coastal Plain Sediments,10YR 7/4,10YR 7/2,10YR,7,2,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,15,,,,,,,,,,,,,,,,,
Camden,CAS3,CAP3,CAS3CAP3L6,,,200,270,,St Anthony's,39.96,-75.09,Rain Garden,6,Subsurface,,70,,2C4,C,Coastal Plain Sediments,7.5YR 5/6,7.5YR 5/6,7.5YR,5,6,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS3,CAP3,CAS3CAP3L7,,,270,285,,St Anthony's,39.96,-75.09,Rain Garden,7,Subsurface,,15,,2Ab1,A,Coastal Plain Sediments,7.5YR 4/2,7.5YR 4/2,7.5YR,4,2,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS3,CAP3,CAS3CAP3L8,,,285,300,,St Anthony's,39.96,-75.09,Rain Garden,8,Subsurface,,15,,2Ab2,A,Coastal Plain Sediments,10YR 3/3,10YR 3/3,10YR,3,3,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS3,CAP3,CAS3CAP3L9,,,300,350,,St Anthony's,39.96,-75.09,Rain Garden,9,Subsurface,,50,,2C'1,C,Coastal Plain Sediments,10YR 5/6; 10YR 3/3,10YR 5/6,10YR,5,6,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS3,CAP3,CAS3CAP3L10,,,350,400,,St Anthony's,39.96,-75.09,Rain Garden,10,Subsurface,,50,,2C'2,C,Coastal Plain Sediments,10YR 5/4,10YR 5/4,10YR,5,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS3,CAP3,CAS3CAP3L11,,,400,450,,St Anthony's,39.96,-75.09,Rain Garden,11,Subsurface,,50,,2C'3,C,Coastal Plain Sediments,10YR 8/1,10YR 8/1,10YR,8,1,NA,cos,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Camden,CAS4,CAP6,CAS4CAP6L1,,,,,,Pyne Poynt,39.95,-75.11,School Lawn,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS4,CAP5,CAS4CAP5L1,,,,,,Pyne Poynt,39.95,-75.11,School Lawn,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS4,CAP7,CAS4CAP7L1,,,,,,Pyne Poynt,39.95,-75.11,School Lawn,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS4,CAP4,CAS4CAP4L3,,,85,100,,Pyne Poynt,39.95,-75.11,School Lawn,3,Subsurface,,15,,^C1u,C,Anthropogenic,10YR 2/1,10YR 2/1,10YR,2,1,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,80,,,,,,,,,,,,,,,,,
Camden,CAS4,CAP4,CAS4CAP4L5,,,150,200,,Pyne Poynt,39.95,-75.11,School Lawn,5,Subsurface,,50,,^C3u,C,Anthropogenic,10YR 3/2,10YR 3/2,10YR,3,2,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,60,,,,,,,,,,,,,,,,,
Camden,CAS4,CAP4,CAS4CAP4L6,,,200,250,,Pyne Poynt,39.95,-75.11,School Lawn,6,Subsurface,,50,,^C4u,C,Anthropogenic,7.5YR 6/2; 10YR 6/2,7.5YR 6/2,7.5YR,6,2,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,60,,,,,,,,,,,,,,,,,
Camden,CAS4,CAP4,CAS4CAP4L7,,,250,300,,Pyne Poynt,39.95,-75.11,School Lawn,7,Subsurface,,50,,^C5u,C,Anthropogenic,10YR 2/1; 10YR 3/2,10YR 2/1,10YR,2,1,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,40,,,,,,,,,,,,,,,,,
Camden,CAS4,CAP4,CAS4CAP4L8,,,300,435,,Pyne Poynt,39.95,-75.11,School Lawn,8,Subsurface,,135,,^C6u,C,Anthropogenic,10YR 5/1,10YR 5/1,10YR,5,1,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,50,,,,,,,,,,,,,,,,,
Camden,CAS4,CAP4,CAS4CAP4L9,,,435,450,,Pyne Poynt,39.95,-75.11,School Lawn,9,Subsurface,,15,,2C7,C,Coastal Plain Sediments,5Y 4/2; 5Y 3/1,5Y 4/2,5Y,4,2,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS5,CAP8,CAS5CAP8L2,,,35,50,,Aquarium,39.95,-75.13,Landscape Lawn,2,Subsurface,,15,,^A2u,A,Anthropogenic,10YR 3/3,10YR 3/3,10YR,3,3,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,25,,,,,,,,,,,,,,,,,
Camden,CAS5,CAP8,CAS5CAP8L5,,,150,205,,Aquarium,39.95,-75.13,Landscape Lawn,5,Subsurface,,55,,^C3u,C,Anthropogenic,2.5Y 4/2,2.5Y 4/2,2.5Y,4,2,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,50,,,,,,,,,,,,,,,,,
Camden,CAS5,CAP8,CAS5CAP8L6,,,205,235,,Aquarium,39.95,-75.13,Landscape Lawn,6,Subsurface,,30,,^C4u,C,Anthropogenic,10YR 4/2; 10YR 5/6; 5YR 5/6,10YR 4/2,10YR,4,2,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,40,,,,,,,,,,,,,,,,,
Camden,CAS5,CAP8,CAS5CAP8L7,,,235,300,,Aquarium,39.95,-75.13,Landscape Lawn,7,Subsurface,,65,,^C5,C,Anthropogenic,2.5Y 5/4; 2.5Y 6/1/ 2.5Y 3/2,2.5Y 5/4,2.5Y,5,4,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS5,CAP8,CAS5CAP8L8,,,300,365,,Aquarium,39.95,-75.13,Landscape Lawn,8,Subsurface,,65,,^C6u,C,Anthropogenic,2.5Y 5/4; 2.5Y 4/3,2.5Y 5/4,2.5Y,5,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,15,,,,,,,,,,,,,,,,,
Camden,CAS5,CAP8,CAS5CAP8L9,,,365,385,,Aquarium,39.95,-75.13,Landscape Lawn,9,Subsurface,,20,,^C7u,C,Anthropogenic,2.5Y 5/4; 2.5Y 4/3,2.5Y 5/4,2.5Y,5,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,70,,,,,,,,,,,,,,,,,
Camden,CAS5,CAP8,CAS5CAP8L10,,,385,430,,Aquarium,39.95,-75.13,Landscape Lawn,10,Subsurface,,45,,^C8,C,Anthropogenic,2.5Y 5/1,2.5Y 5/1,2.5Y,5,1,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS5,CAP8,CAS5CAP8L11,,,430,450,,Aquarium,39.95,-75.13,Landscape Lawn,11,Subsurface,,20,,^C9u,C,Anthropogenic,2.5Y 7/2,2.5Y 7/2,2.5Y,7,2,NA,s,#REF!,#REF!,#REF!,,,,,,,,,20,,,,,,,,,,,,,,,,,
Camden,CAS5,CAP9,CAS5CAP9L2,0.37262,45,35,80,,Aquarium,39.95,-75.13,Bare Rain Garden,2,Subsurface,,45,,^C1u,C,Anthropogenic,2.5Y 4/4,2.5Y 4/4,2.5Y,4,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,15,,,,,,,,,,,,,,,,,
Camden,CAS5,CAP9,CAS5CAP9L3,,,80,105,,Aquarium,39.95,-75.13,Bare Rain Garden,3,Subsurface,,25,,^C2u,C,Anthropogenic,2.5YR 4/8,2.5YR 4/8,2.5YR,4,8,NA,,#REF!,#REF!,#REF!,,,,,,,,,100,,,,,,,,,,,,,,,,,
Camden,CAS5,CAP9,CAS5CAP9L4,0.1368,132,105,120,,Aquarium,39.95,-75.13,Bare Rain Garden,4,Subsurface,,15,,^C3u,C,Anthropogenic,2.5Y 4/2,2.5Y 4/2,2.5Y,4,2,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,40,,,,,,,,,,,,,,,,,
Camden,CAS6,CAP10,CAS6CAP10L2,3.22541,22,10,55,,Cooper Sprouts,39.94,-75.12,Community Garden,2,Subsurface,,45,,^A2u,A,Anthropogenic,10YR 4/3,10YR 4/3,10YR,4,3,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,75,,,,,,,,,,,,,,,,,
Camden,CAS6,CAP10,CAS6CAP10L5,,,150,270,,Cooper Sprouts,39.94,-75.12,Community Garden,5,Subsurface,,120,,2C3,C,Coastal Plain Sediments,10YR 5/6,10YR 5/6,10YR,5,6,NA,s,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS6,CAP10,CAS6CAP10L6,,,270,390,,Cooper Sprouts,39.94,-75.12,Community Garden,6,Subsurface,,120,,2C4,C,Coastal Plain Sediments,10YR 5/4,10YR 5/4,10YR,5,4,NA,lfs,#REF!,#REF!,#REF!,,,,,,,,,50,,,,,,,,,,,,,,,,,
Camden,CAS6,CAP10,CAS6CAP10L7,,,390,450,,Cooper Sprouts,39.94,-75.12,Community Garden,7,Subsurface,,60,,2C5,C,Coastal Plain Sediments,10YR 6/4; 10YR 5/6,10YR 6/4,10YR,6,4,NA,s,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Camden,CAS6,CAP11,CAS6CAP11L1,,,,,,Cooper Sprouts,39.94,-75.12,Community Garden,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS6,CAP12,CAS6CAP12L1,,,,,,Cooper Sprouts,39.94,-75.12,Community Garden,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS6,CAP13,CAS6CAP13L1,,,,,,Cooper Sprouts,39.94,-75.12,Community Garden,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS7,CAP14,CAS7CAP14L4,1.10991,120,165,300,,Ferry Library,39.92,-75.11,Passive Lawn,4,Subsurface,,135,,2C1,C,Coastal Plain Sediments,10YR 7/3,10YR 7/3,10YR,7,3,NA,s,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS7,CAP14,CAS7CAP14L5,,,300,345,,Ferry Library,39.92,-75.11,Passive Lawn,5,Subsurface,,45,,2C2,C,Coastal Plain Sediments,2.5Y 7/2,2.5Y 7/2,2.5Y,7,2,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS7,CAP14,CAS7CAP14L6,,,345,390,,Ferry Library,39.92,-75.11,Passive Lawn,6,Subsurface,,45,,2C3,C,Coastal Plain Sediments,10YR 5/6,10YR 5/6,10YR,5,6,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS7,CAP14,CAS7CAP14L7,,,390,420,,Ferry Library,39.92,-75.11,Passive Lawn,7,Subsurface,HR 1,30,390,2C4,C,Coastal Plain Sediments,10YR 6/2; 2.5Y 7/2,10YR 6/2,10YR,6,2,NA,c and s,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS7,CAP14,CAS7CAP14L8,,,420,450,,Ferry Library,39.92,-75.11,Passive Lawn,8,Subsurface,,30,,2C5,C,Coastal Plain Sediments,2.5Y 7/2,2.5Y 7/2,2.5Y,7,2,NA,s,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS7,CAP14,CAS7CAP14L9,,,450,500,,Ferry Library,39.92,-75.11,Passive Lawn,9,Subsurface,,50,,2C6,C,Coastal Plain Sediments,10YR 7/4,10YR 7/4,10YR,7,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS7,CAP14,CAS7CAP14L10,,,500,600,,Ferry Library,39.92,-75.11,Passive Lawn,10,Subsurface,,100,,2C7,C,Coastal Plain Sediments,10YR 7/2,10YR 7/2,10YR,7,2,NA,s,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS7,CAP15,CAS7CAP15L1,,,,,4.02641175,Ferry Library,39.92,-75.11,Passive Lawn,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS8,CAP16,CAS8CAP16L1,,,0,15,,Beckett Street Garden,39.94,-75.12,Urban Garden,1,Surface,Surface,15,,^A1u,A,Anthropogenic,7.5YR 3/2,7.5YR 3/2,7.5YR,3,2,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,15,7.2,852,475,616,8268,0,21.4,5.7,24,70.3,,,81.9,7.3,141.3,14.58,1.17
Camden,CAS8,CAP16,CAS8CAP16L2,,,15,30,,Beckett Street Garden,39.94,-75.12,Urban Garden,2,Subsurface,,15,,^A2u,A,Anthropogenic,7.5YR 2/1,7.5YR 2/1,7.5YR,2,1,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,20,,,,,,,,,,,,,,,,,
Camden,CAS8,CAP16,CAS8CAP16L4,,101,120,135,,Beckett Street Garden,39.94,-75.12,Urban Garden,4,Subsurface,,15,,^Cru,C,Anthropogenic,2.5YR 5/8,2.5YR 5/8,2.5YR,5,8,NA,,#REF!,#REF!,#REF!,,,,,,,,,100,,,,,,,,,,,,,,,,,
Camden,CAS8,CAP16,CAS8CAP16L5,,,135,150,,Beckett Street Garden,39.94,-75.12,Urban Garden,5,Subsurface,,15,,^C1'u,C,Anthropogenic,10YR 4/6,10YR 4/6,10YR,4,6,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,25,,,,,,,,,,,,,,,,,
Camden,CAS8,CAP16,CAS8CAP16L6,,,150,205,,Beckett Street Garden,39.94,-75.12,Urban Garden,6,Subsurface,,55,,2C2,C,Coastal Plain Sediments,10YR 5/6,10YR 5/6,10YR,5,6,NA,fs,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS8,CAP16,CAS8CAP16L7,,,205,225,,Beckett Street Garden,39.94,-75.12,Urban Garden,7,Subsurface,,20,,2C3,C,Coastal Plain Sediments,5Y 7/1,5Y 7/1,5Y,7,1,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS8,CAP16,CAS8CAP16L8,,,225,280,,Beckett Street Garden,39.94,-75.12,Urban Garden,8,Subsurface,,55,,2C4,C,Coastal Plain Sediments,10YR 4/4,10YR 4/4,10YR,4,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS8,CAP16,CAS8CAP16L9,,,280,300,,Beckett Street Garden,39.94,-75.12,Urban Garden,9,Subsurface,,20,,2Cg1,C,Coastal Plain Sediments,10YR 6/1,10YR 6/1,10YR,6,1,NA,scl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS8,CAP16,CAS8CAP16L10,,,300,340,,Beckett Street Garden,39.94,-75.12,Urban Garden,10,Subsurface,,40,,2Cg2,C,Coastal Plain Sediments,10YR 5/2,10YR 5/2,10YR,5,2,NA,sos,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS8,CAP16,CAS8CAP16L11,,,340,355,,Beckett Street Garden,39.94,-75.12,Urban Garden,11,Subsurface,,15,,2Cg3,C,Coastal Plain Sediments,10YR 6/1,10YR 6/1,10YR,6,1,NA,vfsl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS8,CAP16,CAS8CAP16L12,,,355,365,,Beckett Street Garden,39.94,-75.12,Urban Garden,12,Subsurface,,10,,2C'4,C,Coastal Plain Sediments,10YR 5/6; 7.5YR 5/8,10YR 5/6,10YR,5,6,NA,vfsl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS8,CAP16,CAS8CAP16L13,,,365,400,,Beckett Street Garden,39.94,-75.12,Urban Garden,13,Subsurface,,35,,2C'g1,C,Coastal Plain Sediments,10YR 6/1,10YR 6/1,10YR,6,1,NA,vfsl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS8,CAP16,CAS8CAP16L14,,,400,450,,Beckett Street Garden,39.94,-75.12,Urban Garden,14,Subsurface,,50,,2C'5,C,Coastal Plain Sediments,10YR 5/4,10YR 5/4,10YR,5,4,NA,s,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS9,CAP20,CAS9CAP20L1,,,,,,Ferry Avenue MUA,39.92,-75.12,Rain Garden,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS9,CAP19,CAS9CAP19L1,,,,,,Ferry Avenue MUA,39.92,-75.12,Rain Garden,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS9,CAP17,CAS9CAP17L4,,,135,150,,Ferry Avenue MUA,39.92,-75.12,Rain Garden,4,Subsurface,,15,,2Cg,C,Coastal Plain Sediments,10YR 6/2; 2.5Y 7/2,10YR 6/2,10YR,6,2,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS9,CAP17,CAS9CAP17L5,,,150,200,,Ferry Avenue MUA,39.92,-75.12,Rain Garden,5,Subsurface,,50,,2C'1,C,Coastal Plain Sediments,10YR 5/4,10YR 5/4,10YR,5,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS9,CAP17,CAS9CAP17L6,,,200,210,,Ferry Avenue MUA,39.92,-75.12,Rain Garden,6,Subsurface,,10,,2C'2,C,Coastal Plain Sediments,10YR 3/1,10YR 3/1,10YR,3,1,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS9,CAP17,CAS9CAP17L7,,,210,270,,Ferry Avenue MUA,39.92,-75.12,Rain Garden,7,Subsurface,,60,,2C3,C,Coastal Plain Sediments,10YR 5/3,10YR 5/3,10YR,5,3,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS9,CAP17,CAS9CAP17L8,,,270,320,,Ferry Avenue MUA,39.92,-75.12,Rain Garden,8,Subsurface,,50,,2C4,C,Coastal Plain Sediments,2.5Y 5/4,2.5Y 5/4,2.5Y,5,4,NA,s,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS9,CAP17,CAS9CAP17L9,,,320,370,,Ferry Avenue MUA,39.92,-75.12,Rain Garden,9,Subsurface,,50,,2C5,C,Coastal Plain Sediments,2.5Y 5/4,2.5Y 5/4,2.5Y,5,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Camden,CAS9,CAP17,CAS9CAP17L10,,,370,450,,Ferry Avenue MUA,39.92,-75.12,Rain Garden,10,Subsurface,,80,,2C6,C,Coastal Plain Sediments,2.5Y 6/6,2.5Y 6/6,2.5Y,6,6,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS9,CAP18,CAS9CAP18L1,,,,,,Ferry Avenue MUA,39.92,-75.12,Rain Garden,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS10,CAP21,CAS10CAP21L2,,,10,25,,Neighborhood Center,39.93,-75.13,Passive Lawn,2,Subsurface,,15,,^A2u,A,Anthropogenic,10YR 2/2,10YR 2/2,10YR,2,2,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,15,,,,,,,,,,,,,,,,,
Camden,CAS10,CAP21,CAS10CAP21L5,,,130,150,,Neighborhood Center,39.93,-75.13,Passive Lawn,5,Subsurface,,20,,2C2,C,Coastal Plain Sediments,10YR 5/4,10YR 5/4,10YR,5,4,NA,scl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS10,CAP21,CAS10CAP21L6,,,150,190,,Neighborhood Center,39.93,-75.13,Passive Lawn,6,Subsurface,,40,,2C3,C,Coastal Plain Sediments,10YR 5/4,10YR 5/4,10YR,5,4,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS10,CAP21,CAS10CAP21L7,,,190,260,,Neighborhood Center,39.93,-75.13,Passive Lawn,7,Subsurface,,70,,2C4,C,Coastal Plain Sediments,10YR 5/3,10YR 5/3,10YR,5,3,NA,cl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS10,CAP21,CAS10CAP21L8,,,260,350,,Neighborhood Center,39.93,-75.13,Passive Lawn,8,Subsurface,,90,,2C5,C,Coastal Plain Sediments,10YR 5/4; 10YR 6/2; 5YR 5/6; 10YR 2/1,10YR 5/4,10YR,5,4,NA,l,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS10,CAP21,CAS10CAP21L9,,,350,405,,Neighborhood Center,39.93,-75.13,Passive Lawn,9,Subsurface,,55,,2C6,C,Coastal Plain Sediments,10YR 5/3,10YR 5/3,10YR,5,3,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS10,CAP21,CAS10CAP21L10,,,405,450,,Neighborhood Center,39.93,-75.13,Passive Lawn,10,Subsurface,,45,,2C7,C,Coastal Plain Sediments,10YR 6/3,10YR 6/3,10YR,6,3,NA,s,#REF!,#REF!,#REF!,,,,,,,,,5,,,,,,,,,,,,,,,,,
Camden,CAS11,CAP23,CAS11CAP23L1,,,,,,Liney Ditch Camel,39.92,-75.12,Park,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS11,CAP24,CAS11CAP24L1,,,,,,Liney Ditch Camel,39.92,-75.12,Park,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS11,CAP22,CAS11CAP22L4,,,75,90,,Liney Ditch Camel,39.92,-75.12,Park,4,Subsurface,,15,,Bw1,B,Coastal Plain Sediments,10YR 5/6,10YR 5/6,10YR,5,6,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS11,CAP22,CAS11CAP22L6,,,150,450,,Liney Ditch Camel,39.92,-75.12,Park,6,Subsurface,,300,,C,C,Coastal Plain Sediments,10YR 5/4,10YR 5/4,10YR,5,4,NA,cos,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS11,CAP25,CAS11CAP25L1,,,,,,Liney Ditch Camel,39.92,-75.12,Park,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS11,CAP27,CAS11CAP27L1,,,,,,Liney Ditch Camel,39.92,-75.12,Park,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,CAS11,CAP26,CAS11CAP26L1,,,,,,Liney Ditch Camel,39.92,-75.12,Park,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
